CATEGORY,ITEM CODE,DESCRIPTION,SUPPLIER,UNIT PRICE,OPENING STOCKS,PURCHASE QUANTITY,SALES QUANTITY,ENDING STOCKS,RETAIL PRICE
WHEEL,WHL019,HUB REAR W/ 4 BUSHING 2 BEARING & AXLE SLEEVE BARAKO - SW,WEDZZ,750,1,0,0,1,1000
WHEEL,WHL020,HUB REAR W/ 4 BUSHING 2 BEARING & AXLE SLEEVE TMX155 - SW,WEDZZ,820,1,0,0,1,1020
WHEEL,WHL025,HUB REAR WIND125 CT125 BAJAJ,BAMC,750,1,0,0,1,1000
WHEEL,WHL026,HUB SIDE WHEEL LONG,WALKIN,125,3,0,0,3,200
WHEEL,WHL027,HUB SIDE WHEEL SHORT,BAMC,145,2,0,0,2,200
ELECTRICAL,ELE071,IGNITION COIL  CG125 - FMP,PANGMASA,150,0,0,0,0,200
ELECTRICAL,ELE072,IGNITION COIL MIO - MOSIMO,WALKIN,0,1,0,0,1,280
ELECTRICAL,ELE398,IGNITION COIL UNIVERSAL - APIDO,ARB18,143,3,0,0,3,250
ELECTRICAL,ELE074,IGNITION COIL UNIVERSAL - YAKIMOTO,BAMC,143,5,0,0,5,250
ELECTRICAL,ELE075,IGNITION COIL X4/RC80 - MOSIMO,WALKIN,0,1,0,0,1,280
ELECTRICAL,ELE076,IGNITION SWITCH BC175 - YM,PANGMASA,190,1,0,0,1,350
ELECTRICAL,ELE077,IGNITION SWITCH BEAT - YM,PANGMASA,240,0,0,0,0,400
ELECTRICAL,ELE078,IGNITION SWITCH C100 - FMP,PANGMASA,90,2,0,0,2,200
ELECTRICAL,ELE079,IGNITION SWITCH FZ16 - GRS,PANGMASA,210,1,0,0,1,330
ELECTRICAL,ELE341,IGNITION SWITCH MAIN ONLY BC175 - SAIYAN,WEDZZ,176,2,0,0,2,350
ELECTRICAL,ELE081,IGNITION SWITCH MAIN ONLY GY6 - TTGR,BAMC,200,4,0,0,4,350
ELECTRICAL,ELE082,IGNITION SWITCH MAIN ONLY MIO - MRTR,BAMC,160,1,0,0,1,300
ELECTRICAL,ELE083,IGNITION SWITCH MAIN ONLY RAIDER - SK,BAMC,295,2,0,0,2,450
ELECTRICAL,ELE344,IGNITION SWITCH MAIN ONLY TMX 125 ALPHA - SAIYAN,WEDZZ,145,2,0,0,2,300
ELECTRICAL,ELE346,IGNITION SWITCH MAIN ONLY TMX 155 - SAIYAN,WEDZZ,48,0,0,0,0,150
ELECTRICAL,ELE339,IGNITION SWITCH MAIN ONLY TMX SUPREMO - SAIYAN,WEDZZ,226,3,0,0,3,400
ELECTRICAL,ELE084,IGNITION SWITCH MAIN ONLY TMX155 - MRTR,BAMC,65,0,0,0,0,150
ELECTRICAL,ELE420,IGNITION SWITCH MIO - LIMAN,ARB18,210,3,0,0,3,350
ELECTRICAL,ELE337,IGNITION SWITCH SET AEROX155 (LOCK SET) - SAIYAN,WEDZZ,880,1,0,0,1,1150
ELECTRICAL,ELE336,IGNITION SWITCH SET SNIPER150 (LOCK SET) - SAIYAN,WEDZZ,689,1,0,0,1,900
ELECTRICAL,ELE410,IGNITION SWITCH TMX THAI,ARB18,89,0,0,0,0,200
ELECTRICAL,ELE419,IGNITION SWITCH W125 - DURATECH,ARB18,115,3,0,0,3,230
ELECTRICAL,ELE088,IGNITION SWITCH W125 - MRTR,PANGMASA,145,0,0,0,0,300
ELECTRICAL,ELE089,IGNITION SWITCH WITH ANTITHEFT CLICK125 - MTR,PANGMASA,700,1,0,0,1,1200
ELECTRICAL,ELE090,IGNITION SWITCH WITH ANTITHEFT NMAX - MTR,PANGMASA,680,1,0,0,1,1200
ELECTRICAL,ELE409,IGNITION SWITCH XRM110,ARB18,195,2,0,0,2,350
ELECTRICAL,ELE091,IGNITION SWITCH XRM110 - MRTR,BAMC,220,0,0,0,0,350
ELECTRICAL,ELE092,IGNITION SWITCH XRM110 - MRTR,PANGMASA,95,0,0,0,0,250
ENGINE,ENG070,KICK PINION CAP - CW (MIO),PANGMASA,70,2,0,0,2,120
ENGINE,ENG071,KICK PINION GEAR MIO - CW,PANGMASA,125,2,0,0,2,175
BEARING,BER041,KNUCKLE BEARING BALL RACE C100/WAVE - KRYON,BAMC,73,0,0,0,0,145
BEARING,BER042,KNUCKLE BEARING BALL RACE C100/WAVE - LIMAN,ARB18,79,0,5,0,5,150
BEARING,BER043,KNUCKLE BEARING BALL RACE CT100/BC175 - KSK,PANGMASA,99,1,0,0,1,150
BEARING,BER044,KNUCKLE BEARING BALL RACE CT100/BC175 - LIMAN,ARB18,80,3,0,0,3,150
BEARING,BER039,KNUCKLE BEARING BALL RACE CT100/BC175 - QUANTUM,PANGMASA,95,2,0,0,2,145
BEARING,BER037,KNUCKLE BEARING BALL RACE HONDA,WALKIN,119,2,0,0,2,200
BEARING,BER045,KNUCKLE BEARING BALL RACE MIO SPORTY AMORE - MRTR,BAMC,71,0,0,0,0,145
BEARING,BER046,KNUCKLE BEARING BALL RACE MXI/NMAXV1 - MAKOTO,WALKIN,79,3,0,0,3,200
BEARING,BER047,KNUCKLE BEARING BALL RACE NMAX - QUANTUM,PANGMASA,125,3,0,0,3,175
BEARING,BER050,KNUCKLE BEARING BALL RACE R150 - OTAKA,BAMC,70,1,0,0,1,140
BEARING,BER049,KNUCKLE BEARING BALL RACE R150 - QUANTUM,PANGMASA,113,1,0,0,1,165
BEARING,BER051,KNUCKLE BEARING BALL RACE TMX,ARB18,70,4,0,0,4,150
BEARING,BER075,KNUCKLE BEARING BALL RACE TMX - LIMAN,ARB18,72,3,0,0,3,200
BEARING,BER053,KNUCKLE BEARING BALL RACE TMX SUPREMO - QUANTUM,PANGMASA,90,1,0,0,1,140
BEARING,BER073,KNUCKLE BEARING BALL RACE TMX/TMX125 - SUNTAL,ARB18,96,3,0,0,3,200
BEARING,BER054,KNUCKLE BEARING BALL RACE XRM - QUANTUM,PANGMASA,90,2,0,0,2,140
BEARING,BER072,KNUCKLE BEARING BALL RACE XRM/SUPREMO - MSB LIMAN,ARB18,84,4,0,0,4,170
BEARING,BER055,KNUCKLE BEARING BALL RACE YAMAHA - SUNTAL,WALKIN,119,0,0,0,0,200
CLEANER,CLN026,KOBY DE-RUST LUBRICATING SPRAY 450mL SV,WEDZZ,85,1,0,0,1,150
ELECTRICAL,ELE374,LED BAR PLASTIC HJG 6 LED,WEDZZ,60,3,0,0,3,120
ELECTRICAL,ELE383,LED JELLY 5730-6 RED 6 LED,WEDZZ,25,5,0,0,5,60
ELECTRICAL,ELE384,LED JELLY WHITE EJR 6 LED,WEDZZ,25,5,0,0,5,60
ELECTRICAL,ELE362,LED MODULE CAPSULE LONG GREEN 7516,WEDZZ,15,74,0,0,74,50
ELECTRICAL,ELE364,LED MODULE CAPSULE LONG PINK 7516,WEDZZ,15,100,0,0,100,50
ELECTRICAL,ELE363,LED MODULE CAPSULE LONG YELLOW 7516,WEDZZ,15,96,0,0,96,50
ELECTRICAL,ELE095,LIGHT LED CO3 DRX,PANGMASA,200,0,0,0,0,250
ELECTRICAL,ELE096,LIGHT LED I3 DRX,PANGMASA,284,0,0,0,0,325
GASKET,GKT034,LIQUID GASKET - GASKET ALL,ARB18,58,0,0,0,0,120
GASKET,GKT035,LIQUID GASKET 15GRM - PITSTOP,ARB18,25,5,0,0,5,60
GASKET,GKT036,LIQUID GASKET BETA GREY - HARDEX ORIGINAL,ARB18,66,4,0,0,4,120
ACCESSORIES,ACS046,M3 BACKPLATE / 2SX - E7623 - 00,WALKIN,170,1,0,0,1,285
ELECTRICAL,ELE097,MAGNETO KIT (TMX),PANGMASA,25,3,0,0,3,60
ACCESSORIES,ACS047,MANIFOLD MIO - YAKIMOTO,WALKIN,200,1,0,0,1,300
ENGINE,ENG181,MANIFOLD TMX RUBBER ORIGINAL,ARB18,65,2,0,0,2,120
ACCESSORIES,ACS048,MANIFOLD XRM  ENGINE PARTS,WALKIN,19,2,0,0,2,65
ELECTRICAL,ELE099,MDL BRACKET (AEROX),WALKIN,200,1,0,0,1,280
ELECTRICAL,ELE100,MDL BRACKET (NMAX 2020),WALKIN,150,1,0,0,1,250
ELECTRICAL,ELE101,MDL BRACKET 5451 SNIPER150 - LAZX,WEDZZ,80,3,0,0,3,150
ELECTRICAL,ELE102,MDL BRACKET 5474 CLICK - LAZX,WEDZZ,145,1,0,0,1,250
ACCESSORIES,ACS146,MDL BRACKET ADJUSTABLE L014,ONLINE,158,3,0,0,3,250
ACCESSORIES,ACS143,MDL BRACKET ADV 150 L017,ONLINE,83,3,0,0,3,180
ACCESSORIES,ACS136,MDL BRACKET AEROX L007,WALKIN,97.28,3,0,0,3,180
ACCESSORIES,ACS151,MDL BRACKET AEROX L007,ONLINE,97.28,3,0,0,3,180
ACCESSORIES,ACS137,MDL BRACKET CLICK V2 L006,ONLINE,142.48,3,0,0,3,220
ACCESSORIES,ACS132,MDL BRACKET HONDA BEAT L005,ONLINE,94.46,2,0,0,2,180
ACCESSORIES,ACS147,MDL BRACKET MIO  i125 L011,ONLINE,83,2,0,0,2,180
ACCESSORIES,ACS134,MDL BRACKET MIO 125 L003,ONLINE,94.46,1,0,0,1,180
ACCESSORIES,ACS142,MDL BRACKET MIO BLACK L018,ONLINE,128,3,0,0,3,220
ELECTRICAL,ELE103,MDL BRACKET MIO M3,WALKIN,140,1,0,0,1,250
ACCESSORIES,ACS138,MDL BRACKET MIO SPORTY L001,ONLINE,97.28,3,0,0,3,180
ACCESSORIES,ACS133,MDL BRACKET NMAX V1 L004,ONLINE,94.46,3,0,0,3,180
ACCESSORIES,ACS135,MDL BRACKET NMAX V2 2020 L002,ONLINE,94.46,3,0,0,3,180
ACCESSORIES,ACS140,MDL BRACKET NMAX/AEROX L009,WALKIN,138.61,3,0,0,3,220
ACCESSORIES,ACS148,MDL BRACKET RAIDER 150 BLACK L021,ONLINE,108,3,0,0,3,200
ACCESSORIES,ACS144,MDL BRACKET RAIDER J-150 L016,ONLINE,128,2,0,0,2,220
ACCESSORIES,ACS141,MDL BRACKET SNIPER 150 L008,ONLINE,93.61,3,0,0,3,180
ACCESSORIES,ACS149,MDL BRACKET SNIPER 150 L020,ONLINE,83,3,0,0,3,180
ACCESSORIES,ACS145,MDL BRACKET UNIVERSAL BLACK L015,ONLINE,158,2,0,0,2,250
ACCESSORIES,ACS150,MDL BRACKET XRM 110/125 L019,ONLINE,128,3,0,0,3,220
ACCESSORIES,ACS139,MDL BRACKET Y-GRAVIS L010,ONLINE,93.61,3,0,0,3,180
CLEANER,CLN020,MICRO FIBER ABSORBENT CLOTH GRAY,ONLINE,31.82,50,0,0,50,60
ELECTRICAL,ELE358,MINI DRIVING LIGHT - DRX F05,WEDZZ,440,4,0,0,4,600
ELECTRICAL,ELE357,MINI DRIVING LIGHT - SMOK NIGHT RIPPER,WEDZZ,850,3,0,0,3,1200
ELECTRICAL,ELE104,MINI DRIVING LIGHT 1005 BV1 - LAZX,WEDZZ,510,1,0,0,1,700
ELECTRICAL,ELE293,MINI DRIVING LIGHT 3WIRES- DKR,BAMC,400,0,0,0,0,600
ELECTRICAL,ELE295,MINI DRIVING LIGHT 4WIRE WITH FAN - MAKOTO,BAMC,550,3,0,0,3,700
ELECTRICAL,ELE294,MINI DRIVING LIGHT 4WIRES - LAZX,BAMC,630,0,0,0,0,750
ELECTRICAL,ELE105,MINI DRIVING LIGHT DR.X F05,PANGMASA,410,1,0,0,1,600
ELECTRICAL,ELE106,MINI DRIVING LIGHT LUMINA ECOLINE,WALKIN,909,2,0,0,2,1150
ELECTRICAL,ELE107,MINI DRIVING LIGHT LUMINA PRO,WALKIN,1017,1,0,0,1,1250
ELECTRICAL,ELE108,MINI DRIVING LIGHT SMOK NIGHT RIPPER - SMOK,WEDZZ,910,0,0,0,0,1250
ELECTRICAL,ELE304,MINI DRIVING LIGHT SMOK V3 - SMOK,ARB18,580,0,10,0,10,750
ELECTRICAL,ELE359,MINI DRIVING LIGHT V3 - SMOK,WEDZZ,700,4,0,0,4,900
ACCESSORIES,ACS131,MIRROR MOUNT UNIVERSAL 10MM BLACK,ONLINE,48.4,1,0,0,1,100
BOLT & NUT,BNT062,NUT BELL MIO,WALKIN,50,18,0,0,18,100
BOLT & NUT,BNT070,NUT FOR PIPE CG125 TMX EURO,WALKIN,35,20,0,0,20,60
BOLT & NUT,BNT054,NUT PULLEY AEROX/NMAX/90179-12004,WALKIN,115,2,0,0,2,150
ENGINE,ENG088,NUT PULLEY CLUTCH BELL MIOi125/M3/NMAX/AEROX - RS8,BAMC,230,3,0,0,3,300
BOLT & NUT,BNT061,NUT PULLEY MIO,WALKIN,40,19,0,0,19,80
BOLT & NUT,BNT055,NUT STAINLESS 10MM,BAMC,10,30,0,0,30,30
BOLT & NUT,BNT056,NUT STAINLESS 8MM,BAMC,3,38,0,0,38,20
ENGINE,ENG115,NUT TAPPET SCREW M3/MSi125/AEROX 90170-05803,WALKIN,25,1,0,0,1,50
BOLT & NUT,BNT059,NUT TORQUE DRIVE NMAX/AEROX,WALKIN,99,1,0,0,1,150
OIL,OIL088,OIL CASTROL ACTIVE ESSENTIAL 1L,ARB18,206,20,0,1,19,280
OIL,OIL103,OIL CASTROL ACTIVE ESSENTIAL 1L,ARB18,225,0,0,0,0,300
FILTER,FIL029,OIL FILTER - GRS ((SUZUKI),PANGMASA,18,18,0,0,18,80
FILTER,FIL030,OIL FILTER - GRS (KAWASAKI),PANGMASA,18,6,0,0,6,80
FILTER,FIL031,OIL FILTER - GRS (YAMAHA),PANGMASA,18,6,0,1,5,80
OIL,OIL059,OIL FILTER - KAWASAKI,ARB18,21,19,0,0,19,80
OIL,OIL058,OIL FILTER - SUZUKI,ARB18,21,18,0,0,18,80
FILTER,FIL032,OIL FILTER - SUZUKI,WALKIN,70,0,0,0,0,120
FILTER,FIL033,OIL FILTER (BAJAJ),WALKIN,50,2,0,0,2,90
FILTER,FIL035,OIL FILTER SUZUKI WASHABLE - MAX RPM,WALKIN,170,2,0,0,2,210
FILTER,FIL036,OIL FILTER YAMAHA - MAXIM,WALKIN,150,1,0,0,1,235
OIL,OIL015,OIL HAVOLINE EZY 4T 20W40 1L,ARB18,187,7,12,1,18,270
OIL,OIL099,OIL HAVOLINE EZY 4T 20W40 1L,WEDZZ,209,0,0,0,0,270
OIL,OIL017,OIL HAVOLINE EZY 800mL,ARB18,147,1,12,0,13,230
OIL,OIL082,OIL HAVOLINE EZY 800mL,WEDZZ,168,0,0,0,0,250
OIL,OIL019,OIL HAVOLINE SF 1L,PANGMASA,190,1,0,0,1,260
OIL,OIL104,OIL HAVOLINE SUPERMATIC SEMI-SYNTH. WITH GEAR OIL,ARB18,202,4,0,0,4,285
OIL,OIL021,OIL HONDA SCOOTER FULLY SYNTHETIC,ARB18,321,1,0,0,1,410
OIL,OIL106,OIL HONDA SCOOTER FULLY SYNTHETIC 800mL,ARB18,289,7,0,1,6,380
OIL,OIL022,OIL KING SFON 2T 200mL,PANGMASA,20,3,0,0,3,50
OIL,OIL023,OIL KING SFON 4T 200mL,PANGMASA,20,0,0,0,0,50
OIL,OIL024,OIL KIXX 10W40 1L,ARB18,268,2,0,0,2,350
OIL,OIL095,OIL MOTUL 3000 PLUS 10W40 1L,ARB18,272,0,0,0,0,350
OIL,OIL026,OIL MOTUL 3000 PLUS 4T 20W50 1L,BAMC,244,0,0,0,0,350
OIL,OIL087,OIL MOTUL 3000 PLUS 4T 20W50 800mL,ARB18,258,20,0,0,20,320
OIL,OIL027,OIL MOTUL 3000 PLUS 4T 20W50 800mL,BAMC,232,3,0,0,3,320
OIL,OIL028,OIL MOTUL SCOOTER 4T 10W40 1L,ARB18,289.5,19,0,0,19,350
OIL,OIL079,OIL MOTUL SCOOTER 4T 10W40 1L,WEDZZ,275,0,0,0,0,350
OIL,OIL030,OIL MOTUL SCOOTER 4T 10W40 800mL,ARB18,274,10,0,2,8,330
OIL,OIL078,OIL MOTUL SCOOTER 4T 10W40 800mL,WEDZZ,263,0,0,0,0,330
OIL,OIL033,OIL PETRON 2T 200mL,ARB18,32.5,0,0,0,0,60
OIL,OIL089,OIL PETRON 2T 200mL,WEDZZ,36,57,0,1,56,60
OIL,OIL035,OIL PETRON 4T 200mL,ARB18,30.5,0,0,0,0,60
OIL,OIL090,OIL PETRON SPRINT 4T 200mL,WEDZZ,37,13,0,0,13,60
OIL,OIL037,OIL PETRON SPRINT SAE40 1L,ARB18,144,0,12,0,12,210
OIL,OIL081,OIL PETRON SPRINT SAE40 1L,WEDZZ,150,0,0,0,0,210
OIL,OIL043,OIL RS8 ECO LINE 20W50 1L,ARB18,169,15,0,0,15,250
OIL,OIL044,OIL RS8 ECO LINE 20W50 1L,BAMC,166,0,0,0,0,250
OIL,OIL063,OIL RS8 ECO LINE 20W50 1L,WALKIN,160,0,0,0,0,250
OIL,OIL056,OIL RS8 ECO LINE 20W50 800mL,ARB18,154,16,0,2,14,230
OIL,OIL041,OIL RS8 ECO LINE 20W50 800mL,BAMC,156,0,0,0,0,230
OIL,OIL083,OIL RS8 ECO LINE 20W50 800mL,WEDZZ,158,0,0,0,0,230
OIL,OIL048,OIL RS8 ECO SCOOTER 10W40 1L,ARB18,172,2,0,0,2,260
OIL,OIL050,OIL RS8 ECO SCOOTER 10W40 800mL,ARB18,163,0,0,0,0,240
OIL,OIL094,OIL RS8 ECO SCOOTER 10W40 800mL,ARB18,164,0,0,0,0,240
OIL,OIL060,OIL RS8 R9 10W40 FULLY SYNTHETIC 1L,ARB18,227,6,0,0,6,340
OIL,OIL091,OIL RS8 R9 10W40 FULLY SYNTHETIC 1L,WEDZZ,263,0,0,0,0,340
OIL,OIL053,OIL RS8 R9 SCOOTER 10W40 FULLY SYNTH. 1L,BAMC,260,0,0,0,0,340
OIL,OIL066,OIL RS8 SCOOTER ULTRA FULLY SYNTH. 1L,ARB18,248,0,0,0,0,340
OIL,OIL077,OIL RS8 SCOOTER ULTRA FULLY SYNTH. 1L,WEDZZ,263,0,0,0,0,340
GASKET,GKT037,OIL SEAL CRANK CASE SNIPER 135/SNIPER 150,WALKIN,55,1,0,0,1,90
GASKET,GKT039,OIL SEAL FRONT FORK ONLY XRM110/WAVE125 26X37X10.5,BAMC,24,0,0,0,0,50
GASKET,GKT040,OIL SEAL FRONT FORK SET XRM110/WAVE125 26X37X10.5,BAMC,30,0,0,0,0,60
GASKET,GKT041,OIL SEAL FRONT SHOCK NMAX V1/V2/F3145,WALKIN,190,2,0,0,2,280
GASKET,GKT096,OIL SEAL KIT BARAKO175 - OTAKA,WEDZZ,30,10,0,0,10,100
GASKET,GKT091,OIL SEAL KIT C100 - NMT,WEDZZ,30,9,0,0,9,100
GASKET,GKT095,OIL SEAL KIT TMX - NMT,WEDZZ,30,5,0,0,5,100
GASKET,GKT093,OIL SEAL KIT W125 - NMT,WEDZZ,30,10,0,0,10,100
GASKET,GKT094,OIL SEAL KIT XRM - NMT,WEDZZ,30,6,0,0,6,100
GASKET,GKT042,OIL SEAL MAGNETO AEROX/NMAX/93102-22829,WALKIN,95,0,0,0,0,150
GASKET,GKT084,OIL SEAL MAGNETO KIT SET TMX HONDA PACK,ARB18,86,10,0,0,10,200
GASKET,GKT086,OIL SEAL MAGNETO KIT SET XRM/C100 HONDA PACK,ARB18,96,5,0,0,5,200
GASKET,GKT082,OIL SEAL MAGNETO KIT TMX GENUINE,ARB18,620,0,0,0,0,800
GASKET,GKT044,OIL SEAL MAGNETO MIO,WALKIN,85,1,0,0,1,115
GASKET,GKT043,OIL SEAL MAGNETO MIOM3 93102-19814,WALKIN,70,1,0,0,1,120
GASKET,GKT045,OIL SEAL PRIMARY DRIVE M3 MIO I 125,WALKIN,45,4,0,0,4,90
GASKET,GKT046,OIL SEAL PRIMARY DRIVE SPORTY,WALKIN,85,1,0,0,1,100
GASKET,GKT080,OIL SEAL PULLEY AEROX 93102-24802-00 - YAMGEN,WEDZZ,80,12,0,0,12,150
GASKET,GKT048,OIL SEAL PULLEY HONDA,WALKIN,96,1,0,0,1,220
GASKET,GKT081,OIL SEAL PULLEY SIDE MIOM3 93102-25816 - YAMGEN,WEDZZ,85,9,0,0,9,150
GASKET,GKT050,OIL SEAL REAR AXLE DRIVE M3 MIO I 125,WALKIN,110,1,0,0,1,170
GASKET,GKT087,OIL SEAL SET GY6125 - YM,WEDZZ,30,9,0,0,9,100
GASKET,GKT083,OIL SEAL SET GY6150 - YM,WEDZZ,30,10,0,0,10,100
GASKET,GKT089,OIL SEAL SET LIFAN125 - YM,WEDZZ,30,11,0,0,11,100
GASKET,GKT085,OIL SEAL SET LIFAN150 - YM,WEDZZ,30,10,0,0,10,100
GASKET,GKT131,OIL SEAL SET RS100 - YM,WEDZZ,30,9,0,0,9,100
GASKET,GKT130,OIL SEAL SET SHOGUN - YM,WEDZZ,30,12,0,0,12,100
GASKET,GKT051,OIL SEAL SWING ARM AEROX,WALKIN,110,1,0,0,1,170
GASKET,GKT052,OIL SEAL TORQUE DRIVE AEROX/NMAX/2DP-E7465-00,WALKIN,80,3,0,0,3,160
GASKET,GKT053,OIL SEAL TORQUE DRIVE M3/ 25X-E7465-00,WALKIN,65,6,0,0,6,120
GASKET,GKT054,OIL SEAL TORQUE DRIVE NMAX,WALKIN,79,3,0,0,3,160
GASKET,GKT055,OIL SEAL UNIVERSAL 26 37 10.5,WALKIN,25,4,0,0,4,50
GASKET,GKT056,OIL SEAL UNIVERSAL 27 37 10.5,WALKIN,25,2,0,0,2,50
GASKET,GKT057,OIL SEAL UNIVERSAL 31 43 10.5,WALKIN,25,3,0,0,3,50
GASKET,GKT058,OIL SEAL UNIVERSAL 34 50 7,WALKIN,35,2,0,0,2,70
GASKET,GKT059,OIL SEAL UNIVERSAL ASSORTED,WALKIN,18,3,0,0,3,35
OIL,OIL067,OIL SHELL AX7  800mL,ARB18,225,8,12,0,20,320
OIL,OIL068,OIL SHELL AX7 10W40 1L,BAMC,290,0,0,0,0,360
OIL,OIL080,OIL SHELL AX7 10W40 1L,WEDZZ,306,0,0,0,0,370
OIL,OIL069,OIL SHELL AX7 10W40 800mL,BAMC,240,0,0,0,0,320
OIL,OIL070,OIL SHELL AX7 1L,ARB18,267,2,0,0,2,360
OIL,OIL064,OIL VOLGA 1L,WALKIN,120,0,0,0,0,180
OIL,OIL071,OIL YAMALUBE AT,PANGMASA,245,0,0,0,0,320
OIL,OIL084,OIL YAMALUBE AT 20W40 800mL,WEDZZ,240,0,0,0,0,320
OIL,OIL072,OIL YAMALUBE AT ELITE 10W40 1L,BAMC,296,1,0,0,1,360
OIL,OIL073,OIL YAMALUBE AT ELITE 10W40 800ML,BAMC,256,0,0,0,0,320
OIL,OIL074,OIL YAMALUBE BLUE CORE,PANGMASA,330,0,0,0,0,400
OIL,OIL065,OIL YAMALUBE BLUE CORE 10W40 1LTR,ARB18,296,5,13,1,17,400
OIL,OIL085,OIL YAMALUBE BLUE CORE 10W40 1LTR,WEDZZ,310,0,0,0,0,400
OIL,OIL092,OIL ZENO SCOOTER PRO 10W40 SL 1L,WEDZZ,165,9,0,0,9,260
OIL,OIL093,OIL ZENO SCOOTER PRO 10W40 SL 800ML,WEDZZ,155,0,0,0,0,230
OIL,OIL105,OIL ZIC 10W40 M9 1000mL,ARB18,272,9,0,1,8,360
OIL,OIL075,OIL ZIC 10W40 M9 1L,PANGMASA,282,0,0,0,0,350
OIL,OIL097,OIL ZIC 10W40 M9 1L,WEDZZ,277,0,0,0,0,350
OIL,OIL076,OIL ZIC 10W40 M9 800mL,ARB18,240,11,0,0,11,330
OIL,OIL098,OIL ZIC 10W40 M9 800mL,WEDZZ,244,0,0,0,0,330
GASKET,GKT061,O-RING FRONT SHOCK M3/AEROX 25G-F3147-00,WALKIN,65,5,0,0,5,90
GASKET,GKT062,O-RING OIL LEVEL PLUG 5LW-E3769-00,WALKIN,55,3,0,0,3,75
GASKET,GKT060,O-RING TAPET  MIO,WALKIN,43,2,0,0,2,65
GASKET,GKT063,O-RING TAPPET CAP MIO,WALKIN,65,2,0,0,2,95
GASKET,GKT064,O-RING TAPPET MIO G3210-448G4,WALKIN,55,2,0,0,2,65
GASKET,GKT065,O-RING TD M3/SOULi125 25X-E7465-10,WALKIN,60,0,0,0,0,90
GASKET,GKT066,O-RING TORQUE DRIVE CLICK 91384-KUB-900,WALKIN,30,1,0,0,1,50
GASKET,GKT067,O-RING TORQUE DRIVE NMAX/AEROX 2DP-E7465-10,WALKIN,60,0,0,0,0,90
GASKET,GKT114,OVERHAULING GASKET BAJAJ - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT112,OVERHAULING GASKET BC175 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT111,OVERHAULING GASKET C100 - SAIYAN,WEDZZ,77,3,0,0,3,150
GASKET,GKT103,OVERHAULING GASKET CG150 STD/TC150 - SAIYAN,WEDZZ,77,4,0,0,4,150
GASKET,GKT105,OVERHAULING GASKET HD3 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT115,OVERHAULING GASKET LIFAN110 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT106,OVERHAULING GASKET LIFAN125 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT127,OVERHAULING GASKET LIFAN150 - SAIYAN,WEDZZ,5,77,0,0,77,150
GASKET,GKT100,OVERHAULING GASKET MIO - SAIYAN,WEDZZ,77,8,0,0,8,150
GASKET,GKT116,OVERHAULING GASKET RAIDER150 - SAIYAN,WEDZZ,77,3,0,0,3,150
GASKET,GKT109,OVERHAULING GASKET ROUSER135 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT107,OVERHAULING GASKET RS100 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT108,OVERHAULING GASKET SHOGUN - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT113,OVERHAULING GASKET SMASH155 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT101,OVERHAULING GASKET SNIPER135 - SAIYAN,WEDZZ,77,5,0,0,5,150
GASKET,GKT126,OVERHAULING GASKET TMX125 - SAIYAN,WEDZZ,5,77,0,0,77,150
GASKET,GKT102,OVERHAULING GASKET TMX155 - SAIYAN,WEDZZ,77,4,0,0,4,150
GASKET,GKT110,OVERHAULING GASKET WAVE125 - SAIYAN,WEDZZ,77,4,0,0,4,150
GASKET,GKT104,OVERHAULING GASKET XRM110 - SAIYAN,WEDZZ,77,5,0,0,5,150
ENGINE,ENG072,PEDAL KICK ARM RUSI,PANGMASA,100,2,0,0,2,170
ENGINE,ENG073,PEDAL KICK ARM TMX,PANGMASA,80,1,0,0,1,150
ENGINE,ENG075,PEDAL SHIFTER BC175 - KOZA,PANGMASA,60,0,0,0,0,130
ENGINE,ENG076,PEDAL SHIFTER STX - HALO,PANGMASA,60,3,0,0,3,130
ENGINE,ENG077,PEDAL SHIFTER TMX - KMN,PANGMASA,60,0,0,0,0,130
ACCESSORIES,ACS114,PHONE HOLDER FOR BIKE/MOTOR BLACK,ONLINE,99.2,4,0,0,4,180
ACCESSORIES,ACS113,PHONE HOLDER FOR MOTOR BLACK,ONLINE,71.22,0,0,0,0,150
ACCESSORIES,ACS049,PIPE - APIDO (HONDA BEAT),WALKIN,1550,0,0,0,0,2100
ACCESSORIES,ACS153,PIPE CHICKEN PIPE R8 MIO125,WALKIN,1000,0,0,0,0,1500
ACCESSORIES,ACS050,PIPE HEAT GUARD (MIO),WALKIN,200,1,0,0,1,270
ACCESSORIES,ACS051,PIPE MIO - JVT,WALKIN,4680,0,0,0,0,5500
ACCESSORIES,ACS052,PIPE XRM 11 STAINLESS - SMOK,WEDZZ,1760,1,0,0,1,2250
